"Name of Satellite, Alternate Names",Country/Org of UN Registry,Country of Operator/Owner,Operator/Owner,Users,Purpose,Detailed Purpose,Class of Orbit,Type of Orbit,Longitude of GEO (degrees),Perigee (km),Apogee (km),Eccentricity,Inclination (degrees),Period (minutes),Launch Mass (kg.),Dry Mass (kg.),Power (watts),Date of Launch,Expected Lifetime,Contractor,Country of Contractor,Launch Site,Launch Vehicle,COSPAR Number,NORAD Number,Comments,Source Used for Orbital Data,Source,Source,Source,Source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Navstar GPS IIF-5 (Navstar SVN 64, PRN 30, USA 248)",USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,0,"20,457","20,469",2.24E-04,54.98,729.39,"1,630",,"1,136",2/21/14,10 yrs.,Boeing Satellite Systems,USA,Cape Canaveral,Delta 4,2014-008A,39533,,ZARYA,http://www.space.com/24767-gps-satellite-launch-success-delta4-rocket.html,http://www.gps.gov/systems/gps/space/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Navstar GPS IIF-6 (Navstar SVN 67, PRN 06, USA 251)",USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,0,"20,174","20,188",2.64E-04,55.05,717.92,"1,630",,"1,136",5/17/14,10 yrs.,Boeing Satellite Systems,USA,Cape Canaveral,Delta 4,2014-026A,39741,,SC - ASCR,http://space50.kosmo.cz/s40/2014/I026A.HTM,http://www.zarya.info/Diaries/Launches/Launches.php?year=2014,ftp://tycho.usno.navy.mil/pub/gps/gpstd.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Navstar GPS IIF-7 (Navstar SVN 68, PRN 09, USA 256)",USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,0,"20,471","20,476",9.31E-05,54.92,729,"1,630",,"1,136",8/2/14,10 yrs.,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 5,2014-045A,40105,,ZARYA,,http://www.zarya.info/Diaries/Launches/Launches.php?year=2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Navstar GPS IIF-8 (Navstar SVN 69, PRN 03, USA 258)",USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,0,"20,155","20,211",1.05E-03,54.97,718.02,"1,630",,"1,136",10/29/14,10 yrs.,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 5,2014-068A,40294,,ZARYA,http://www.zarya.info/Diaries/Launches/Launches.php?year=2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Navstar GPS IIF-9 (Navstar SVN 71, PRN 26, USA 260)",USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,0,"20,445","20,469",4.47E-04,55,729.14,"1,630",,"1,136",3/25/15,12 yrs.,Boeing Satellite Systems,USA,Cape Canaveral,Delta 4M,2015-013A,40534,,JM/8_15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Navstar GPS IIR-10 (Navstar SVN 47, PRN 22, USA 175)",USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,0,"19,963","20,327",6.86E-03,55.1,716.47,"2,217",980,"1,136",12/21/03,10 yrs.,Lockheed Martin,USA,Cape Canaveral,Delta 2,2003-058A,28129,,JMSatcat304,,http://nssdc.gsfc.nasa.gov/spacewarn/spx602.html,http://tycho.usno.navy.mil/gpscurr.html,http://www.planet4589.org/space/jsr/back/news.430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Navstar GPS IIR-11 (Navstar SVN 59, PRN 19, USA 177)",USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,0,"20,089","20,276",3.52E-03,55,717.98,"2,217",980,"1,136",3/20/04,10 yrs.,Lockheed Martin,USA,Cape Canaveral,Delta 2,2004-009A,28190,"Precise position data (accurate to within 16 m) to military and civilian users worldwide; constellation of 28 operational satellites; 6 orbit planes; corporate vehicle fleet tracking, surveying, recreational use; nuclear detonation detection sensors.",JMSatcat304,ftp://tycho.usno.navy.mil/pub/gps/gpstd.txt,http://gauss.gge.unb.ca/NavstarGPSConstelStatus.html,http://www.af.mil/factsheets/factsheet.asp?fsID=119,http://www.planet4589.org/space/jsr/back/news.430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Navstar GPS IIR-12 (Navstar SVN 60, PRN 23, USA 178)",USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,0,"20,072","20,292",4.14E-03,55.37,717.96,"2,217",980,"1,136",6/23/04,10 yrs.,Lockheed Martin,USA,Cape Canaveral,Delta 2,2004-023A,28361,,SC - ASCR,ftp://tycho.usno.navy.mil/pub/gps/gpstd.txt,http://nssdc.gsfc.nasa.gov/spacewarn/spx608.html,http://gauss.gge.unb.ca/NavstarGPSConstelStatus.html,http://www.planet4589.org/space/jsr/back/news.430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Navstar GPS IIR-13 (Navstar SVN 61, PRN 02, USA 180)",USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,0,"19,938","20,426",9.19E-03,54.8,718,"2,217",980,"1,136",11/6/04,10 yrs.,Lockheed Martin,USA,Cape Canaveral,Delta 2,2004-045A,28474,,GS,ftp://tycho.usno.navy.mil/pub/gps/gpstd.txt,,,http://www.planet4589.org/space/jsr/back/news.430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Navstar GPS IIR-2 (Navstar SVN 43, PRN 13, USA 132)",USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,0,"20,123","20,247",2.33E-03,54.9,718.09,"2,217",980,"1,136",7/23/97,10 yrs.,Lockheed Martin,USA,Cape Canaveral,Delta 2,1997-035A,24876,,JMSatcat304,ftp://tycho.usno.navy.mil/pub/gps/gpstd.txt,http://gauss.gge.unb.ca/NavstarGPSConstelStatus.html,http://www.af.mil/factsheets/factsheet.asp?fsID=119,http://www.planet4589.org/space/jsr/back/news.430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Navstar GPS IIR-3 (Navstar SVN 46, PRN 11, USA 145)",USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,0,"20,096","20,268",3.24E-03,53,717.97,"2,217",980,"1,136",10/7/99,10 yrs.,Lockheed Martin,USA,Cape Canaveral,Delta 2,1999-055A,25933,,JMSatcat304,ftp://tycho.usno.navy.mil/pub/gps/gpstd.txt,http://gauss.gge.unb.ca/NavstarGPSConstelStatus.html,http://www.af.mil/factsheets/factsheet.asp?fsID=119,http://www.planet4589.org/space/jsr/back/news.430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Navstar GPS IIR-4 (Navstar SVN 51, PRN 20, USA 150)",USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,0,"20,133","20,234",1.90E-03,54.9,718.03,"2,217",980,"1,136",5/11/00,10 yrs.,Lockheed Martin,USA,Cape Canaveral,Delta 2,2000-025A,26360,,JMSatcat304,ftp://tycho.usno.navy.mil/pub/gps/gpstd.txt,http://gauss.gge.unb.ca/NavstarGPSConstelStatus.html,http://www.af.mil/factsheets/factsheet.asp?fsID=119,http://www.planet4589.org/space/jsr/back/news.430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Navstar GPS IIR-5 (Navstar SVN 44, PRN 28, USA 151)",USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,0,"20,184","20,427",4.55E-03,55,722.98,"2,217",980,"1,136",7/16/00,10 yrs.,Lockheed Martin,USA,Cape Canaveral,Delta 2,2000-040A,26407,,JMSatcat304,ftp://tycho.usno.navy.mil/pub/gps/gpstd.txt,http://gauss.gge.unb.ca/NavstarGPSConstelStatus.html,http://www.af.mil/factsheets/factsheet.asp?fsID=119,http://www.planet4589.org/space/jsr/back/news.430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Navstar GPS IIR-6 (Navstar SVN 41, PRN 14, USA 154)",USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,0,"20,177","20,498",6.01E-03,55,724.28,"2,217",980,"1,136",11/10/00,10 yrs.,Lockheed Martin,USA,Cape Canaveral,Delta 2,2000-071A,26605,,JMSatcat304,ftp://tycho.usno.navy.mil/pub/gps/gpstd.txt,http://gauss.gge.unb.ca/NavstarGPSConstelStatus.html,http://www.af.mil/factsheets/factsheet.asp?fsID=119,http://www.planet4589.org/space/jsr/back/news.430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Navstar GPS IIR-7 (Navstar SVN 54, PRN 18, USA 156)",USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,0,"20,104","20,266",3.05E-03,55,718.09,"2,217",980,"1,136",1/30/01,10 yrs.,Lockheed Martin,USA,Cape Canaveral,Delta 2,2001-004A,26690,,JMSatcat304,ftp://tycho.usno.navy.mil/pub/gps/gpstd.txt,http://gauss.gge.unb.ca/NavstarGPSConstelStatus.html,http://www.af.mil/factsheets/factsheet.asp?fsID=119,http://www.planet4589.org/space/jsr/back/news.430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Navstar GPS IIR-8 (Navstar SVN 56, PRN 16, USA 166)",USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,0,"20,155","20,344",3.55E-03,55,720.71,"2,217",980,"1,136",1/29/03,10 yrs.,Lockheed Martin,USA,Cape Canaveral,Delta 2,2003-005A,27663,,JMSatcat304,ftp://tycho.usno.navy.mil/pub/gps/gpstd.txt,,http://www.af.mil/factsheets/factsheet.asp?fsID=119,http://www.planet4589.org/space/jsr/back/news.430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Navstar GPS IIR-9 (Navstar SVN 45, PRN 21, USA 168)",USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,0,"20,063","20,433",6.95E-03,54.9,720.65,"2,217",980,"1,136",3/31/03,10 yrs.,Lockheed Martin,USA,Cape Canaveral,Delta 2,2003-010A,27704,,JMSatcat304,ftp://tycho.usno.navy.mil/pub/gps/gpstd.txt,,http://www.af.mil/factsheets/factsheet.asp?fsID=119,http://www.planet4589.org/space/jsr/back/news.430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Navstar GPS IIR-M-1 (Navstar SVN 53, PRN 17, USA 183)",USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,0,"20,142","20,221",1.49E-03,55.08,717.95,"2,217",980,"1,136",9/26/05,10 yrs.,Lockheed Martin,USA,Cape Canaveral,Delta 2,2005-038A,28874,Two more military and one civilian channels that earlier versions.,SC - ASCR,http://www.spaceflightnow.com/delta/d313a/,http://tycho.usno.navy.mil/gps.html,http://www.kosmo.cz/modules.php?op=modload&name=kosmo&file=index&fil=/s/2005/038A.HTM,http://www.lib.cas.cz/www/space.40/2005/038A.HTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Navstar GPS IIR-M-2 (Navstar SVN 52, PRN 31, USA 190)",USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,0,"20,020","20,342",6.06E-03,54.94,717.93,"2,060",,,9/25/06,10 yrs.,Lockheed Martin Missiles and Space,USA,Cape Canaveral,Delta 2,2006-042A,29486,,SC - ASCR,http://www.lib.cas.cz/knav/space.40/2006/I042A.HTM,http://nssdc.gsfc.nasa.gov/spacewarn/spx635.html,ftp://tycho.usno.navy.mil/pub/gps/gpstd.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Navstar GPS IIR-M-3 (Navstar SVN 58, PRN 12, USA 192)",USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,0,"20,206","20,366",3.00E-03,55.02,722.19,"2,060",,,11/17/06,10 yrs.,Lockheed Martin Missiles and Space,USA,Cape Canaveral,Delta 2,2006-052A,29601,,SC - ASCR,http://www.lib.cas.cz/knav/space.40/2006/I042A.HTM,http://nssdc.gsfc.nasa.gov/spacewarn/spx637.html,ftp://tycho.usno.navy.mil/pub/gps/gpstd.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Navstar GPS IIR-M-4 (Navstar SVN 55, PRN 15, USA 196)",USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,0,"20,149","20,213",1.21E-03,54.8,717.93,"2,217",980,"1,136",10/17/07,10 yrs.,Lockheed Martin Missiles and Space,USA,Cape Canaveral,Delta 2,2007-047A,32260,,,http://tycho.usno.navy.mil/gpsinfo.html,http://www.lib.cas.cz/space.40/2007/047A.HTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Navstar GPS IIR-M-5 (Navstar SVN 57, PRN 29, USA 199)",USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,0,"20,150","20,311",3.03E-03,54.96,719.92,"2,060",,,12/20/07,10 yrs.,Lockheed Martin Missiles and Space,USA,Cape Canaveral,Delta 2,2007-062A,32384,,SC - ASCR,http://www.lib.cas.cz/space.40/2007/062A.HTM,http://nssdc.gsfc.nasa.gov/spacewarn/spx650.html,ftp://tycho.usno.navy.mil/pub/gps/gpstd.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Navstar GPS IIR-M-6 (Navstar SVN 48, PRN 07, USA 201)",USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,0,"20,135","20,152",3.21E-04,55.1,716.4,"2,217",980,"1,136",3/15/08,10 yrs.,Lockheed Martin,USA,Cape Canaveral,Delta 2,2008-012A,32711,,SC - ASCR,ftp://tycho.usno.navy.mil/pub/gps/gpstd.txt,http://nssdc.gsfc.nasa.gov/spacewarn/spx653.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Navstar GPS IIR-M-8 (Navstar SVN 50, PRN 05, USA 206)",USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,0,"20,160","20,209",9.23E-04,55.12,718.07,"2,059",980,"1,136",8/17/09,10 yrs.,Lockheed Martin Missiles and Space,USA,Cape Canaveral,Delta 2,2009-043A,35752,,SC - ASCR,http://tycho.usno.navy.mil/gpscurr.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NigeriaEduSat-1 (BIRD NN),NR (10/17),Nigeria,Kyushu Institute of Technology (KIT),Civil,Communications,Amateur Radio,LEO,Non-Polar Inclined,0,396,410,1.03E-03,51.6,92.6,2,,,7/7/17,,Kyushu Institute of Technology (KIT),Japan,International Space Center,Nanorack Deployer,1998-067MY,42824,Five-country student collaboration for learning and capacity building.,JMSatcat/10_17,https://www.researchgate.net/publication/289868265_IAA-CU-15-01-16_Five-nations_CubeSat_constellation_An_inexpensive_test_case_for_learning_and_capaci-_ty_building,http://www.planet4589.org/space/log/satcat.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nilesat 102 ,NR,Egypt,Egyptian Radio and TV Union ,Government,Communications,,GEO,,-7.03,"35,764","35,808",5.22E-04,0.03,1436.08,"1,825",810,"3,700 (EOL)",8/17/00,15 yrs.,Matra Marconi,France,Guiana Space Center,Ariane 44LP,2000-046B,26470,"Large parts of the Arab world, the Middle East, north and central Africa and southern Europe.",JM/12_08,http://www.geo-orbit.org/westhemipgs/nilespec.html#anchor120675,http://www.geo-orbit.org/easthemipgs/nilesatspecp.html,http://www.sis.gov.eg/online/html2/o180820.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nilesat 201,NR,Egypt,Egyptian Radio and TV Union ,Government,Communications,,GEO,,-7,"35,795","35,813",2.13E-04,0.05,1436.23,"3,200","1,700","3,700 (EOL)",8/4/10,15 yrs.,Thales Alenia Space,France,Guiana Space Center,Ariane 5,2010-037A,36830,"Direct-to-home, radio, and bradoband internet services to Africa and the Middle East; 24 Ku-band and 4 Ka-band transponders.",SC - ASCR ,http://www.lib.cas.cz/space.40/2010/037A.HTM,http://nssdc.gsfc.nasa.gov/spacewarn/spx682.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJUST-1 (QB50 - CN03),NR (10/17),China,Nanjing University of Science and Technology,Civil,Space Science,,LEO,Non-Polar Inclined,0,398,408,7.38E-04,51.6,92.6,4,,,5/25/17,,Nanjing University of Science and Technologyo,China,International Space Center,Nanorack Deployer,1998-067MB,42722,"Standardized sensor for multi-point, in-situ, long-duration measurements of key parameters and constituents in the largely unexplored lower thermosphere and ionosphere. ",JMSatcat/10_17,http://www.amsatuk.me.uk/iaru/finished_detail.php?serialnum=359,http://www.planet4589.org/space/log/satcat.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOAA-15 (NOAA-K),USA,USA,National Oceanographic and Atmospheric Administration (NOAA) (part of international program),Government,Earth Observation,Earth Science/Meterology,LEO,Sun-Synchronous,0,800,816,1.11E-03,98.7,101,"2,223","1,500",830,5/13/98,3 yrs.,Lockheed Martin Missiles & Space,USA,Vandenberg AFB,Titan 2,1998-030A,25338,,www.satellitedebris.net 12/12,http://www.oso.noaa.gov/poesstatus/,www.wmo.ch/web/www/OSY/Meetings/ICT-IOS3/Doc2-3(1).doc ,http://poes.gsfc.nasa.gov/,http://www.stvincent.ac.uk/Resources/Weather/NOAA/systeminfo.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NOAA-18 (NOAA-N, COSPAS-SARSAT)",USA,USA,National Oceanographic and Atmospheric Administration (NOAA) (part of international program),Government,Earth Observation,Meteorology,LEO,Sun-Synchronous,0,843,864,1.45E-03,99.1,102,"2,223","1,500",830,5/20/05,3 yrs.,Lockheed Martin Space Systems,USA,Vandenberg AFB,Delta 2,2005-018A,28654,,www.satellitedebris.net 12/12,http://www.oso.noaa.gov/poesstatus/spacecraftStatusSummary.asp?spacecraft=18,http://www.lib.cas.cz/www/space.40/2005/018A.HTM,http://nssdc.gsfc.nasa.gov/spacewarn/spx619.html,http://www.spacenewsfeed.co.uk/2005/22May2005_16.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NOAA-19 (NOAA-N Prime, COSPAS-SARSAT)",USA,USA,National Oceanographic and Atmospheric Administration (NOAA) (part of international program),Government,Earth Observation,Meteorology,LEO,Sun-Synchronous,0,845,864,1.31E-03,98.9,102,"1,420",,,2/6/09,3 yrs.,Lockheed Martin Space Systems,USA,Vandenberg AFB,Delta 2,2009-005A,33591,,www.satellitedebris.net 12/12,http://nssdc.gsfc.nasa.gov/spacewarn/spx664.html,http://www.earthtoday.net/news/viewpr.html?pid=27810,http://www.spacemart.com/reports/Advanced_Polar_Operational_Environmental_Satellite_Completes_On_Orbit_Verification_999.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPP (National Polar-orbiting Operational Environmental Satellite System [NPOESS]),USA,USA,National Oceanographic and Atmospheric Administration (NOAA)/NASA,Government,Earth Observation,Meteorology,LEO,Sun-Synchronous,0,827,827,0.00E+00,98.7,101.4,"2,128",,,10/28/11,,Ball Aerospace,USA,Vandenberg AFB,Delta 2,2011-061A,37849,Continues key data records that are critical for climate change science.,www.satellitedebris.net 12/12,http://npp.gsfc.nasa.gov/spacecraft_inst.html,http://www.earthtimes.org/climate/new-horizon-polar-satellites/1558/,http://www.lib.cas.cz/space.40/2011/061A.HTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NROL-76 (USA 276),NR (9/17),USA,National Reconnaissance Office,Military,Technology Development,,LEO,Non-Polar Inclined,0,300,300,0.00E+00,51,90.52,,,,5/1/17,,Ball Aerospace,USA,Cape Canaveral,Falcon 9,2017-022A,42689,Believed to be a technology demonstration satellite for a future project.,JMSatcat/9_17,https://spaceflightnow.com/2017/05/01/spacex-successfully-boosts-top-secret-u-s-government-into-space/,http://www.planet4589.org/space/log/satcat.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nsight-1 (QB50 - AZ02),NR (10/17),South Africa,SCS Space,Civil,Earth Science,,LEO,Non-Polar Inclined,0,399,406,5.17E-04,51.6,92.6,3,,,5/26/17,,SCS Space,South Africa,International Space Center,Nanorack Deployer,1998-067MF,42726,Atmospheric research measurements in the lower thermosphere,JMSatcat/10_17,http://www.amsatuk.me.uk/iaru/finished_detail.php?serialnum=495,http://www.planet4589.org/space/log/satcat.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSS-12,United Kingdom,Netherlands,SES (Soci_t_ Europ_enne des Satellites (SES)),Commercial,Communications,,GEO,,57,"35,779","35,793",1.66E-04,0.06,1436.08,,"5,624",,10/29/09,15 yrs.,Space Systems/Loral,USA,Guiana Space Center,Ariane 5,2009-058A,36032,"48 Ku-band, 40 C-band transponders.",JM/12_09,http://www.ses-worldskies.com/worldskies/news_and_events/press_releases/index.php?pressRelease=/pressReleases/pressReleaseList/09-10-29-1/index.php,http://nssdc.gsfc.nasa.gov/spacewarn/spx672.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSS-5 (Intelsat 803),NR,Netherlands,SES World Skies/Intelsat [SES] (shared capacity),Commercial,Communications,,GEO,,-177,"35,776","35,796",2.37E-04,0,1436.08,"3,412","2,000",,9/23/97,14 yrs.,Lockheed Martin Commercial Space Systems,USA,Guiana Space Center,Ariane 42L,1997-053A,24957,"38 C-band, 6 Ku-band; Pacific Ocean region; shared capacity with Intelset.",JM/12_08,http://www.newskies.com.au/fleet/nss5.htm,http://perso.wanadoo.fr/eurospace/espdatabase/index.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSS-6 ,NR,Netherlands,SES (Soci_t_ Europ_enne des Satellites (SES)),Commercial,Communications,,GEO,,95.04,"35,776","35,797",2.49E-04,0.02,1436.12,"4,575","2,600","10,000",12/17/02,,Lockheed Martin Commercial Space Systems,USA,Guiana Space Center,Ariane 4,2002-057A,27603,"Asia, Australia, Africa, Middle East; 50 Ku-band.",JM/12_08,http://www.newskies.com.au/fleet/nss6.htm,http://perso.wanadoo.fr/eurospace/espdatabase/index.html,http://www.lockheedmartin.com/content/dam/lockheed/data/space/documents/a2100/A2100brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSS-7 ,NR,Netherlands,SES (Soci_t_ Europ_enne des Satellites (SES)),Commercial,Communications,,GEO,,-21,"35,775","35,798",2.73E-04,0.08,1436.12,"4,500","2,500","3,900",4/16/02,14 yrs.,Lockheed Martin Commercial Space Systems,USA,Guiana Space Center,Ariane 42L,2002-019A,27414,"36 C-band, 36 Ku-band; broadcasting, business services; Europe, Africa, the Middle East, the Americas.",JM/12_08,http://www.newskies.com.au/fleet/nss7.htm,http://perso.wanadoo.fr/eurospace/espdatabase/index.html,http://www.lockheedmartin.com/content/dam/lockheed/data/space/documents/a2100/A2100brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSS-806 (Intelsat 806),NR,Netherlands,SES/Intelsat (SES [Soci_t_ Europ_enne des Satellites (SES)]) (shared capacity),Commercial,Communications,,GEO,,-40.45,"35,779","35,794",1.78E-04,0.03,1436.11,"3,720","2,200","4,900",2/19/98,12 yrs.,Lockheed Martin Commercial Space Systems,USA,Guiana Space Center,Ariane 44L,1998-014A,25239,"Latin America; Iberian peninsula, Canary Islands, Western Europe, much of Eastern Europe; 28 C-band, 3 Ku-band; shared capacity with Intelset.",JM/12_08,http://www.newskies.com.au/fleet/nss806.htm,http://perso.wanadoo.fr/eurospace/espdatabase/index.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSS-9,United Kingdom,Netherlands,SES (Soci_t_ Europ_enne des Satellites (SES)),Commercial,Communications,,GEO,,183,"35,784","35,792",9.49E-05,0.02,1436.17,"2,238","1,014","2,300",2/11/09,15 yrs.,Orbital Sciences Corp.,USA,Guiana Space Center,Ariane 5 ECA,2009-008A,33749,28 C-band transponders for voice and video communication.,SC - ASCR,http://www.ses.com/ses/PDFs/MediaRoom/Satellites/NSS-9_Fact.pdf,http://www.lib.cas.cz/space.40/2009/008B.HTM,http:/nssdc.nasa.gov/spacewarn/spx664.html,http://www.astrium.eads.net/en/press-center/launch-kits/2009/vol-187-ariane-5-2013-satellites-hot-birdtm-10-nss-9-spirale-a-b-1/vol-187-ariane-5-2013-satellites-hot-birdtm-10-nss-9-spirale-a-b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
